video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
lvvmOd1eduo,#video | ससुरे में खिचड़ी मनाऊँगी | Sasure Me Khichadi Manaaugi #amritadixit | Makar Sankranti Song,"#video | ससुरे में खिचड़ी मनाऊँगी | Sasure Me Khichadi Manaaugi #amritadixit | Makar Sankranti Song
🌟 Makar Sankranti Special Song 🌟

Celebrate this Makar Sankranti with the melodious voice of Amrita Dixit as she brings a lively and festive Bhojpuri folk song, ""ससुरे में खिचड़ी मनाऊँगी""! This song perfectly captures the joy, traditions, and warmth of this auspicious festival.

🎵 Song Details:

➤ Subscribe Now :-   https://youtube.com/@AmritaDixitOfficial?

➤ Album :- ससुरे में खिचड़ी मनाऊँगी
➤ Song :-ससुरे में खिचड़ी मनाऊँगी
➤ Singer :- Amrita Dixit 
➤ Lyrics :-  Amrita dixit
➤ Music :- Chandan singh
➤ Artist :-  Amrita dixit,vivek kushwaha, Priti pathak,viany pathak,vishu
➤ Make up:- Dipak dilwale 
➤ Dop:-  vivek kushwaha 
➤ choreographer:-  Naveen kumar singh
➤ Editor:- kundan
     Production:- mannu mafiya
➤ Company Brand :- Amrita Dixit Official
➤ Subscribe to Our Channel :- https://youtube.com/@AmritaDixitOfficial?

 ➤ Thanks For Watching Our  Channel.
➤ Have A Nice Day

🎉 About Makar Sankranti
Makar Sankranti is a harvest festival celebrated with great enthusiasm across India. From flying kites to cooking special delicacies like khichdi and til-gur sweets, it's a day filled with love, laughter, and cultural traditions.

🪁 Celebrate the festival in style with this vibrant track that resonates with family gatherings, good food, and happy moments.

👉 Follow us for updates:
📸 Instagram: https://www.instagram.com/amrita.dixit?
🎥 YouTube:  https://youtube.com/@AmritaDixitOfficial?
🌐 Facebook: https://www.facebook.com/Singramritadixit?

🔔 Don’t forget to like, share, and subscribe for more amazing content!

#MakarSankranti #SasureMeKhichadiManaaugi #AmritaDixit #BhojpuriFolk #FestivalSong #KhichdiSpecial 

ससुरे में खिचड़ी मनाऊँगी
Sasure Me Khichadi Manaaugi
Amrita Dixit Song
Makar Sankranti Song
Makar Sankranti Special
Sankranti Celebration Song
भोजपुरी लोकगीत
Khichdi Song Bhojpuri
Sankranti Bhojpuri Song
Amrita Dixit Bhojpuri Songs
Khichadi Festival Song
Traditional Festival Song
Folk Songs of India
Festival Celebration Songs
Sankranti Bhojpuri Hits
New Bhojpuri Song 2025
अमृता दीक्षित गाना",2025-01-13T01:29:16Z,UC93H0w1TbqF6p0-i44sCdlQ,Amrita Dixit Official,10,"['amrita dixit', 'amrita dixit ka gana', 'amrita dixit song', 'amrita dixit sad song', 'amrita dixit official', 'amrita dixit new song', 'amrita dixit video song', 'amrita dixit new gana', 'amrita dixit bhojpuri song', 'amrita dixit new video song', 'amrita dixit ka new dahi chura song', 'amrita dixit new songs', 'amrita dixit 2022 new song', 'amrita dixit new song 2021', 'amrita dixit chuda dahi gana', 'amrita dixit songs', 'makar sankranti song', 'amrita dixit chuda dahi song', 'amrita dixit video song 2022']",PT5M18S,hd,false,146535,1013,0,0,72
fPhkWPL9zKk,Sankranthi muggulu || sankranthi rangolis || pongal kolam || rangoli || festival rangolis ||,"#bhogimuggulu 

Hi friends welcome to Rashwi rangolis Youtube channel.

In this rangoli I have shared you Bhogi rangoli design.

Hope you like my rangoli

Subscribe my channel for latest videos
https://youtube.com/c/SpecialRangolis


My Gmail Account is
rashwikascreations@gmail.com


Like | Share | Subscribe for more videos like this

Thank you for watching.

#rashwirangolis
#easyrangoli
#simplerangoli
#festivalrangoli 
#dailyrangolidesigns
#kolangal
#muggulu
#kolam
#rangoli
#dailykolam
#smallrangoli
#dailymuggulu
#beginnersrangoli 
#colorrangoli
#sravanamasamrangolis
#newyearrangoli
#dotsrangolis",2025-01-12T05:30:22Z,UCplngD9bOXo4oximfUk5ZhQ,Rashwi rangolis ,26,"['daily rangolis', 'Rashwika Creations', 'rashwika creations', 'Rashwika Creations Youtube channel', 'Rashwika rangolis', 'New year rangoli', 'Sankranthi rangoli', '2024 rangoli']",PT5M33S,hd,false,722737,4479,0,0,47
eNjQApkmCgo,EMIWAY BANTAI  - KYA TOTAL? | (PROD BY TONY JAMES ) | OFFICIAL MUSIC VIDEO,"Audio credits:
Song :- Kya Total?
Artist & Lyrics :- Emiway Bantai 
Prod by :- Tony James
Mix & Mastered by :- Emiway Bantai


Video credits:
Production :- Bantai Studio
Directed by :- Thrector & Emiway Bantai
D.O.P - Thrector
Edited by :- Emiway Bantai & Thrector 
Cc by :- VBreak 
Costume designer :- Emiway Bantai 
Artist Management :- Pooja K
Cast :- Sarkar & Nbt, Mc R1, Sachin mane
Make up :- Rajeev Rajbhar
Line producer :- Manish
Production Head :- Sumit, Minta
Production Management :- Hemanth, Shubham

Kya Total? Streaming Link:
Spotify: https://open.spotify.com/track/0OcuQDCk6kiiDKToCAQyJo?si=c6c5736f1dbc47df

Apple Music: https://music.apple.com/us/album/samajh-mein-aaya-kya/1622527310?i=1622527313

Youtube Music: https://music.youtube.com/watch?v=txsKkaOBolM&si=PGG3pKbGxfk4c_aJ

Amazon Music: https://music.amazon.in/tracks/B0DSQV8Q2H?marketplaceId=A21TJRUUN4KGV&musicTerritory=IN&ref=dm_sh_zvkKd9WFFbEZTlvsC7RXTRXCl

Jio Saavn: https://www.jiosaavn.com/song/kya-total-/A1klSUFzTwU

Gaana: https://gaana.com/song/kya-total



Merchandise here 👇🏻
https://www.bantai.in/product-category/merchandise



Follow Emiwaybantai :- 

Instagram / https://instagram.com/emiwaybantai?igshid=Zjc2ZTc4Nzk=

Twitter / 
https://twitter.com/emiwaytweets?s=11&t=LTwkOm874W90GUY2E0M0Wg

Facebook / https://www.facebook.com/emiwayofficial?mibextid=LQQJ4d",2025-01-11T19:48:09Z,UCHmk8iNJHvf5mGN6_pkPc7g,Emiway Bantai,10,"['emiwaybantai', 'emiway', 'bantai', 'independent', 'hip hop', 'ihh', 'indian hip hop', 'bantai ki public', 'bkp', 'kya total ?', 'kya total']",PT2M15S,hd,false,1944967,229761,0,0,17472
0dfgyhuEP2w,Bigg Boss Tamil Season 8 | 14th January 2025 - Promo 1,"#Day100 #Promo1 of #BiggBossTamil 

Bigg Boss Tamil Season 8 - இன்று இரவு 9:30 மணிக்கு நம்ம விஜய் டிவில..  #BiggBossTamilSeason8 #VJStheBBhost #VijaySethupathi #AalumPudhusuAattamumPudhusu #BiggBossTamil #BBT #BBTamilSeason8 #பிக்பாஸ்  #Disneyplushotstartamil #VijayTelevision #VijayTV",2025-01-14T03:34:17Z,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,24,"['biggboss', 'tamil', 'vijay television', 'starvijay', 'VijaySethupathi', 'தமிழ்', 'விஜய் டிவி', 'தொலைக்காட்சி', 'Tamil TV', 'Tamil Shows', 'Redefining Entertainment', 'Star', 'Star Vijay TV', 'Vijay TV', 'hotstar', 'Kamal Haasan', 'Bigg Boss', 'Bigg Boss Tamil 8', 'பிக்பாஸ்', 'பிக்பாஸ் 8', 'Bigg Boss Season 8', 'Teaser', 'VJStheBBhost']",PT35S,hd,false,1873786,36052,0,0,4461
tFyJrBlCO-I,150 ஏக்கரில் அமைச்சர் கே.என்.நேருவின் பிரமாண்ட பண்ணை | Minister K.N.Nehru Farm Vist,"#knnehru #knneru #farming #farmvisit 

தமிழக நகர்புற வளர்ச்சித் துறை அமைச்சர் கே.என்.நேரு அடிப்படையில் விவசாய குடும்பத்தைச் சேர்ந்தவர். விவசாயத்தின்மீதுள்ள பற்றின் காரணமாக இன்றுவரை தொடர்ந்து விவசாயத்தில் ஈடுபட்டு வருகிறார். திருச்சியை அடுத்த லால்குடியில் 150-க்கும்  மேற்பட்ட ஏக்கரில் அமைந்துள்ள அவரின் தோட்டம் குறித்து இந்த வீடியோவில் பார்க்கலாம்... 

Video Credits:

###

Host :  M.Punniyamoorthy  
Camera :  Bharathwaj
Camera :  Mohammed Niyamathulla.K
Editor : Sushanthika
Video Producer: M.Punniyamoorthy
Thumbnail Artist: Santhosh.C
Channel Manager: M.Punniyamoorthy

###

=================================

https://vikatanmobile.page.link/FarmVisit
https://vikatanmobile.page.link/pasumai_vikatan

📲 Pasumai vikatan Facebook: https://bit.ly/3UzxiGV
📲Pasumai vikatan Twitter: https://bit.ly/3CbNruE
📲 Pasumai vikatan insta page: https://bit.ly/3ScteKU

📲 To Subscribe 

Vikatan Digital Magazine Subscription : https://bit.ly/3uEfyiY
Vikatan App: http://bit.ly/2Sks6FG
Subscribe Pasumai vikatan: https://bit.ly/3CamYh9
https://vikatanmobile.page.link/aval_...

Our You Tube Channel's Link:

Vikatan TV : https://www.youtube.com/c/vikatanwebtv
Ananda Vikatan : https://www.youtube.com/c/AnandaVikatantv
Sakthi Vikatan: https://www.youtube.com/c/SakthiVikatan
Motor Vikatan: https://www.youtube.com/c/MotorVikatanMagazine
Nanayam Vikatan: https://www.youtube.com/c/NanayamVikatanYT
Aval Vikatan: https://www.youtube.com/c/AvalVikatanChannel
cinema vikatan : https://www.youtube.com/c/cinemavikatan
Time pass: https://www.youtube.com/channel/UC1UmWTqooh6jCIrNsRO-KSA
News Sense: https://www.youtube.com/c/SudaSuda
Vikatan News: https://www.youtube.com/channel/UCoj5F978Pb8zn3CHFrl1Znw
Say Swag: https://www.youtube.com/c/SaySwag
Say Swag Men : https://www.youtube.com/c/SaySwagMen
Doctor Vikatan: https://www.youtube.com/c/DoctorVikatan

====================================

Pasumai vikatan YT Channel from the  97 years old Vikatan Media Group. This channel endorses Organic & Sustainable Farming and lifestyle. Pasumai Vikatan Channel has strong following among the farming community in Tamil Nadu, across India and Tamil Diaspora.",2025-01-13T12:30:58Z,UCxtrdyWigPOh9VuWlCHp1DA,Pasumai Vikatan,22,"['k. n. nehru speech', 'nehru', 'kn nehru', 'k n nehru', 'kn nehru dmk', 'dmk kn nehru', 'kn nehru mass', 'nehru speech', 'kn nehru story', 'kn nehru angry', 'kn nehru on dmk', 'kn nehru video', 'kn nehru trichy', 'kn nehru speech', 'kn nehru bullet', 'kn nehru family', 'minister nehru', 'kn nehru latest', 'k n nehru trichy', 'kn nehru update', 'kn nehru fun talk', 'kn nehru history', 'kn nehru tension', 'kn nehru chennai', 'kn nehru farm vist', 'knnehru farm', 'k.n.nehru farm visit']",PT24M41S,hd,false,272625,3150,0,0,666
NREOWDDRbog,She Flew to Mars with a Parachute😂 - Indian TV Serials Roast,"Indian TV Serials are unbelievable.

Instagram ► https://www.instagram.com/triggeredinsaan

Facebook ► https://www.facebook.com/realtriggeredinsaan

Gaming Channel ► https://www.youtube.com/liveinsaan

Discord ► https://discord.gg/liveinsaan

Twitter ► https://twitter.com/triggeredinsaan

About Me ► My name is Nischay Malhan. I'm from Delhi and I'm an engineering student. Now I am pursuing youtube Full Time. I make family friendly clean comedy videos on this channel for everyone to enjoy with their family. You don't need earphones to watch my videos😂

Thanks For Reading😘",2025-01-11T08:30:13Z,UCfLuT3JwLx8rvHjHfTymekw,Triggered Insaan,22,"['triggered insaan', 'live insaan', 'tv serials', 'daily soap', 'illogical scenes', 'funny', 'indian serials']",PT16M12S,hd,false,4242908,233470,0,0,11570
ClN_khDMYvk,Arsenal v Manchester United | Key Moments | Third Round | Emirates FA Cup 2024-24,"Watch the key moments from Arsenal v  Manchester United in the third round of the Emirates FA Cup.

Follow @EmiratesFACup on Twitter for in-game highlights and match updates!
https://twitter.com/emiratesfacup

Subscribe:
https://www.youtube.com/thefacup

To find out more about The FA Cup visit:
https://www.TheFA.com/EmiratesFACup

The FA Cup on Facebook:
http://www.facebook.com/TheFACup

The FA Cup on Instagram:
http://www.instagram.com/emiratesfacup/

The FA Cup on Tiktok:
https://www.tiktok.com/@emiratesfacup",2025-01-12T18:26:43Z,UCChcWqwYXCEs657MQ00qVWA,The Emirates FA Cup,17,"['Arsenal', 'Arsenal vs. Manchester United', 'Manchester United']",PT3M27S,hd,false,5953562,76621,0,0,4024
igKTXhlf_TM,I Visited the most Unique Themed Hotels || *Squid Games ?😱*,"Follow me on Instagram for updates ➞  https://instagram.com/fukra_insaan?igshid=jytojomgh8j4

Join my discord server ➞https://discord.gg/Es7PVh4BAK

My second youtube channel ➞ https://youtube.com/channel/UCi5kSELjaJWmnBKPXkTcxsA

My twitter ➞ https://twitter.com/AbhishekMalhan4?s=09",2025-01-12T07:30:14Z,UClfos9f7uDdoun8ZyE9jYFg,Fukra Insaan,24,"['fukra insaan', 'triggered insaan', 'wanderers hub', 'fukra insaan live', 'malhan family', 'Squid games', 'Hotel', 'ECL', 'Best hotels']",PT19M39S,hd,false,2246630,113947,0,0,3663
u1L4FrESDWM,Pongal paanai kolam simple/5*3 sankranti chukala muggulu/bhogi kundalu muggulu/Beautiful rangoli,"WELCOME BACK TO MY CHANNEL 
Pongal paanai kolam simple/5*3 sankranti chukala muggulu/bhogi kundalu muggulu/Beautiful rangoli

 THANKS FOR WATCHING MY VIDEOS 
#Beautifulrangoli#Superrangoli#howtodrawrangoli #Amazingrangoli#thaimadhamkolam#Traditionalraangoli#creativerangoli#Begginersrangoli #indianrangoliart#howtodrawrangoli#beautifulrangolidesigns#thaipongalkolam#margazhimasamkolam#dhanurmasammuggulu#margazhikolangal#pongal2025rangoli#newyearmuggulu
*********************************************************************************************** Hi friends welcome to my YouTube channelBeautifulrangoli I am kanaga thangaraj my channel have all types of kolam like flower kolam pulli kolam padi kolam Free hand rangoli sangu kolam beautiful rangoli amazing rangoli creative rangoli simple rangoli  new rangoli dots muggulu dots rangoli vellakku kolam markazhi kolam margazhi kolangal dhanurmasam muggulu margazhi masam kolangal new year rangoli kolam new year muggulu designs karthigaideepam kolam pongalpot rangoli Pongal paanai kolam saraswati poojai kolam aayutha poojai kolam Vijayadashami kolam white rangolikolam agal villakku kolam lots of rangoli kolam pongal kolam kolangal easykolangal simple design kolangal pongalkolangal Bhogi kolam mattu pongal kolam thai pongal beautiful rangoli  thai poosam rangoli kolam  festival rangoli,and many more kolam ,so please leave your valuable comment and suggestion to improve my channel please subscribe our YouTube channel BEAUTIFUL RANGOLI ||LIKE ||COMMENT ||SHARE || SUBSCRIBE     Kolam is our traditional thank you🙏 ***********************************************************************************************",2025-01-12T03:20:53Z,UCvEp7OLyQSrkKXjQi-9RDaA,Beautiful rangoli,26,"['how to draw rangoli', 'indian rangoli art', 'Super rangoli', 'Creative rangoli', 'Amazingrangoli', 'beautiful rangoli designs', 'Beautiful rangoli', 'Karthika masam muggulu', 'dhanurmasam muggulu', 'puthandu kolam', 'Newyear special kolam', 'sand art', 'Traditional muggulu', 'margali kolam', 'Muggu', 'Pongal kolam', 'sankranti chukala muggulu', 'bhogi kundalu muggulu', 'Pongal paanai kolam', 'Pongal pot rangoli', 'how to draw Pongal pot']",PT5M25S,hd,false,532558,2392,0,0,36
YBWqftaesUY,@CarryMinati Ne Liya Sanyas | 3.6 Update #BGMI,"The final message from Conqueror Carry is here! Tune in to know about secret powers in the Sacred Quartet 3.6 Update! 🪂

00:00 Intro
00:38 Latest Event
00:58 Conqueror Carry ka Darbaar
04:13 New Items & Locations
04:45 Tau ka dard
05:19 Autodrive
05:41 RPA 11
06:12 Heroes ka Mahayudh
06:26 Outro

#BGMIUpdate #CarryMinati #carryminatinewvideo 

🔔Don't forget to subscribe and hit the notification bell to stay updated with our latest content!
🔗 Connect with Us On 👇
Instagram - https://www.instagram.com/battlegroundsmobilein_official/
YouTube - https://www.youtube.com/@BattlegroundsMobile_IN
Download Now - bit.ly/BGMI_DownloadNow

Checkout some of our latest series 👇

Tap A Tips Season 1 - https://www.youtube.com/watch?v=SCdrH62l1zM&list=PLJ14IuxoyKSYXVYpviYIkScCp7yFaDRuv",2025-01-13T07:00:11Z,UCe31NPEeRGO0hcznx6Tdb-g,BATTLEGROUNDS MOBILE INDIA,20,"['BATTLEGROUNDS MOBILE INDIA', 'BATTLEGROUNDSMOBILEINDIA', 'BATTLEGROUNDS MOBILE', 'BATTLEGROUNDS', 'BATTLEGROUNDS MOBILE INDIA OFFICIAL CHANNEL', 'BATTLEGROUNDS MOBILE INDIA YOUTUBE', 'BGMI', 'BATTLEGROUNDS MOBILE INDIA Release date', 'BATTLEGROUNDS MOBILE INDIA Teaser', 'meme', 'memer', 'memeit', 'battleground', 'bgmilive', 'bgmi', 'bgmiplaynow']",PT7M18S,hd,false,1177562,86591,0,0,3043
g39ul4U78z8,Pongal 2025 Special Ashtalakshmi Bakthi Padalgal | Vandal Mahalakshmiye And Sri Mahalakshmiye Songs,"Buy Now At : https://www.abiramiaudio.com

For Collaborations, Business, or Advertising Inquiries, connect with us via WhatsApp:https://wa.me/918939820804

🎵 Click here to listen to your favorite Songs:
00:00 Ashtalakshmi
05:11 Ettaga Vadivam
15:35 Devi Mahalakshmi
20:06 Lakshmi Varuvai
25:57 Bhagyam Tharum
31:18 Kodanukodiyaga
38:49 Lakshmi Kalyanam

Welcome to our Tamil Devotional Channel, your ultimate destination for soulful and uplifting Tamil devotional songs. Dive into the divine with our carefully curated collections designed to inspire and bring peace to your soul every day of the week.

Daily Devotional Songs:
* Monday Tamil Devotional Songs
* Tuesday Tamil Devotional Songs
* Wednesday Tamil Devotional Songs
* Thursday Tamil Devotional Songs
* Friday Tamil Devotional Songs
* Saturday Tamil Devotional Songs
* Sunday Tamil Devotional Songs

Special Devotional Collections:
* Shiva Tamil Devotional Songs: Celebrate the power and grace of Lord Shiva.
* Vishnu Tamil Devotional Songs: Immerse in the blessings of Lord Vishnu.
* Muruga Tamil Devotional Songs: Invoke the valor and blessings of Lord Muruga.
* Hanuman Tamil Devotional Songs: Feel the strength and devotion of Lord Hanuman.
* Amman Tamil Devotional Songs: Honor the divine mother in her various forms.
* Saibaba Tamil Devotional Songs: Seek the blessings of Shirdi Sai Baba.
* Balaji Tamil Devotional Songs: Worship Lord Venkateswara with these soulful songs.
* Lakshmi Tamil Devotional Songs: Attract prosperity with hymns for Goddess Lakshmi.
* Devi Tamil Devotional Songs: Praise the supreme goddess Devi in her many avatars.
* Ganesh Tamil Devotional Songs: Start your day with prayers to Lord Ganesha.

Special Occasions and Deities:
* Amavasai Tamil Devotional Songs: Songs for the new moon day rituals.
* Pradosham Tamil Devotional Songs: Hymns for the auspicious Pradosham period.
* Ashta Lakshmi Tamil Devotional Songs: Songs dedicated to the eight forms of Goddess Lakshmi.
* Vinayagar Tamil Devotional Songs: Devotions for the remover of obstacles, Lord Vinayagar.
* Ganapathi Tamil Devotional Songs: Invoke blessings from Lord Ganapathi.
* Surya Tamil Devotional Songs: Worship the Sun God, Surya, with these melodies.
* Sani Tamil Devotional Songs: Appease Lord Sani with these devotional tracks.
* Guru Tamil Devotional Songs: Songs to honor Guru and seek his wisdom.
* Perumal Tamil Devotional Songs: Devote to Lord Perumal with these spiritual songs.
* Navagraha Tamil Devotional Songs: Balance your energies with songs for the nine planets.

Subscribe now and join our spiritual journey. Like, share, and hit the bell icon to stay updated with our latest devotional uploads. May these divine songs bring peace, prosperity, and positivity to your life.

🎤 Singer: Padmalatha,Mahanadhi Shobana
✍🏻 Lyrics: S.P.Devarajan,Vaarasree
🎼 Music: Veeramani Somu,Krishnan
🎬 Label: Abirami Audio Recording Private Limited


Instagram : https://www.instagram.com/hinduspiritualsongs/
Facebook : https://www.facebook.com/HinduSpiritualSongs
Website : https://abiramiaudio.com/
Android Apps :https://play.google.com/store/apps/dev?id=8151393323551648680&hl=en_IN&gl=US&pli=1
iOS Apps : https://apps.apple.com/ml/developer/abirami-audio-recording-pvt-ltd/id535777610?see-all=i-phonei-pad-apps
Subscribe here: http://www.youtube.com/channel/UCHgmHSMsLIlYPrqNcNcVlyA?sub_confirmation=1

#tamil #tamildevotional #devotional #devotionalsongs #god #bhakti #Music #lakshmi #kanakadhara #Friday #DevotionalSongs #saraswati  #kavasam  #tamilbhakthisongs #BhaktiPadal #Bhakthi #abirami #dailydevotional",2025-01-13T21:30:06Z,UCHgmHSMsLIlYPrqNcNcVlyA,Emusic Abirami,10,"['தமிழ் பக்தி பாடல்கள்', 'bakthi songs', 'bakthi padal', 'murugan bakthi padal', 'bakthi songs tamil', 'bakthi padal tamil', 'bakthi song', 'sivan bakthi padal', 'bakthi padalgal tamil', 'bakthi', 'music', 'trending', 'trendingvideo', 'emusicabirami', 'abiramiaudio', 'indianmusic', 'festival', 'hindufestival', 'hindusdongs', 'tamil mp3', 'mp3 songs', 'shiva', 'sivan', 'Sivapuranam In Tamil', 'Murugan Songs In Tamil', 'Abirami Anthathi In Tamil', 'sivan songs in tamil', 'Kanakadhara Stotram', 'sivapuranam', 'ashtami', 'pradhosham', 'panchami', 'varahi']",PT45M20S,hd,false,149386,686,0,0,17
CMaMKKmS3Z4,அண்ணன் உருட்டு அப்டி😂😜 | மொட்டமாடி Party 🤙🏻| Vj Siddhu Vlogs,"For Business inquiries please contact us :7200571056
Gmail : vjsidduvlogsadv@gmail.com 

#vjsiddhuvlogs #funvlogs #kadhalikkaneramillai #mottamaadiparty 

___________________________________

Follow My Social Media Pages 

Facebook :- https://www.facebook.com/siddhuvideos?mibextid=LQQJ4d
Instagram :- https://www.instagram.com/vjsiddhu_official/?igshid=OGQ5ZDc2ODk2ZA%3D%3D
Page Instagram :- https://www.instagram.com/vjsiddhu_vlogs/?igshid=MmIzYWVlNDQ5Yg%3D%3D

___________________________________

In Association with DIVO - Digital Partner
Website - http://web.divo.in/
Instagram - https://www.instagram.com/divomovies/
Facebook - http://www.facebook.com/divomovies
Twitter - https://twitter.com/divomovies",2025-01-14T04:30:11Z,UCJcCB-QYPIBcbKcBQOTwhiA,Vj Siddhu Vlogs,22,"['Vj Siddhu Vlogs', 'Vj Siddhu Vlogs Youtube channel', 'Vj Siddhu Vlogs channel', 'Siddhu', 'Siddhu vlogs', 'Siddhu channel', 'Vj Siddhu channel', 'Vj Siddhu', 'Siddhu latest videos', 'Vj Siddhu Vlogs latest', 'Vlogs', 'Vlog', 'fun panrom vlogs', 'sidhu vlogs', 'siddhu vlogs', 'vj siddhu prank', 'siddhu and harshath', 'siddhu recent video', 'motta maadi party', 'mota maady party siddhu', 'siddhu video', 'jayam ravi', 'kadhalikkaneramillai', 'jayam ravi motta maadi party', 'motta maadi party siddhu vlogs', 'vj siddhu']",PT35M47S,hd,false,1683443,150025,0,0,1804
7CQnKoOaX-o,Pongal Sothanaigal | Micset,"Download Duolingo -  https://app.adjust.net.in/1bxcw3cu
Something hilarious is cooking this Pongal! 🌾🔥 Stay tuned for our upcoming YouTube video Pongal Sothanaigal! 

#micset #comedy #funnyvideo #pongal #pongalcelebration 

Cast & Crew:

Sriram :  ( INSTA ID -   / sriram_prince_   )

 Abinash : ( INSTA ID -   / abinash_rajtha   )

 Nandha ( INSTA ID -  / nandy_nandha_   )

 Keerthi ( INSTA ID - / being_kiruthi )

 Harish ( INSTA ID - / harish_rk_ )

 Srivats - Vignesh - Danny - Pandian - 

Script - Direction - Screenplay - sound design :
Sriram  ( INSTA ID - / sriram_prince_   )

Editing - VFX - DI  :
R.C. SRIVATS DEVARADJANE ( INSTA ID - / rcsrivats )

Cinematographer :
Nandha ( INSTA ID -  / nandy_nandha_   )


Business Developer  :
Raji :  ( INSTA ID -   / rajii_ganesh   )

Exe Producer :
Danny 

Music Theme :
Arulraj (   / aj_music_produc.  .  )
Sathish : ( INSTA ID -   / sattrichard   )
Vignesh : ( INSTA ID -   / vigneshvickyy   )


For Promotions, Branding, Digital Marketing 
Contact : +91 6379535288
Email: officialmicset@gmail.com

_______________

Sriram ( INSTA ID -   / sriram_prince_   )

_______________

Mic Set Facebook page :   / micsetchannel  
Mic Set Instagram          :    / micset_micset  
Mic Set x                 :    / micset_official  

_______________

In Association with DIVO - Digital Partner
Website - http://web.divo.in/
Instagram -   / divomovies  
Facebook -   / divomovies  
Twitter -   / divomovies",2025-01-11T11:30:07Z,UC5EQWvy59VeHPJz8mDALPxg,Mic Set,23,"['micset', 'mic set', 'micset sothanaigal', 'sothanaigal', 'mind voice sothanaigal', 'mic set comedy', 'micset sriram', 'micset new episodes', 'mic set videos', 'micset mind voice', 'micset sothanaigal in tamil', 'mic set mind voice', 'micset videos', 'micset channel tamil', 'mic set channel tamil', 'mic set in tamil', 'mic set video', 'micset latest episode', 'micset in tamil', 'pongal', 'pongal sothanaigal', 'pongal comedy', 'pongal funny video', 'vidamuyarchi', 'micset pongal video', 'pongal funny shorts', 'jallikatu', 'funny']",PT13M47S,hd,false,933172,49912,0,0,826
zaoWxGZCuEE,Uttarayan 2025 | ઉતરાયણ 2025 | Amdavadi Man | Gujarati Comedy ft. Priyanka Chudasama,"Uttarayan 2025 | ઉતરાયણ 2025 | Amdavadi Man | Gujarati Comedy

Videoshoot: Team Mayank Paunikar 
[https://www.instagram.com/mayankpaunikar_photography]
DOP: Ankush Bhagvat ,
https://www.instagram.com/ankush_bhagavatphotography]

Performed By:
Kushal Mistry
[https://www.instagram.com/kushalmistr...]
Parth Parmar
[https://www.instagram.com/whoparthyo]
Jatin Prajapati
[https://www.instagram.com/jatinprajap...]
Vijay Gurjar
[https://www.instagram.com/vijju_badshah]
Vavazodu
[https://www.instagram.com/kesharrchhaya0009]

*For Business Inquiry*
 Contact:8733802828.(Office Number)
 Email: Amdavadiman@gmail.com

Follow Us On :
Instagram
https://www.instagram.com/Amdavadiman

facebook
https://www.facebook.com/Amdavadiman

Also Watch 

Amdavaadi Man Vs Wild
https://www.youtube.com/playlist?list...

Chhokri Kevi Rite Pataavvi
https://www.youtube.com/playlist?list...

Our All Gujarati Sketch Comedy
https://www.youtube.com/playlist?list...

Chaalo Rakhadva
https://www.youtube.com/playlist?list...

Gujju News Reporting
https://www.youtube.com/playlist?list...

ignoreplox
#uttarayan #AmdavadiMan
amdavadi man ,swagger baba video , amdavadi man. amdavadi man vs wild ,sweggar baba , Gujju Man Vs Wild , Kushal Mistry , swagger baba new video ,swagger baba , gujju comedy video , gujju baba , amdavadi man vs wild , gujarati comedy video , Kushal Mistry, yo yo gujarati gujarati comedy natak , funny gujju video , gujarati funny video ,gujarati natak comedy full gujarati comedy drama ,comedy gujarati video , download gujarati video gujarati drama free download , new movie gujarati dayro video gujarati jokes,amdavadi man tiktok comedy video, Dhamo don.Gujarati CID, Gujarati Navratri,keram.",2025-01-13T09:01:32Z,UCK7iCgfQQsBnwuD6w4doHAw,Amdavadi Man,24,"['Uttarayan 2025 | ઉતરાયણ 2025 | Amdavadi Man | Gujarati Comedy', 'Amdavadiman uttarayan', 'Amdavadiman gujarati', 'Amdavadi man comedy', 'Makarsankranti', 'Uttarayan comedy video', 'Uttarayan in Ahmedabad', 'Amdavadiman new video', 'Kite festival', 'Priyanka Chudasama', 'Priyanka Chudasama amdavadiman']",PT15M17S,hd,false,166555,8901,0,0,129
